companies._total,companies.values[0].emailDomains._total,companies.values[0].id,companies.values[0].locations._total,companies.values[0].locations.values[0].address.city,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].websiteUrl
1,0,12228316,1,Raesfeld,46348,7 Silvesterstraße,True,True,Silvesterschule Erle,0,http://www.silvesterschule.de
