employeeCountRange,name,websiteUrl
"{'code': 'D', 'name': '51-200'}",Seat Levante Motor,http://www.levantemotor.es/
"{'code': 'E', 'name': '201-500'}",SEAT Deutschland GmbH,http://www.seat.de
