companies._count,companies._start,companies._total,companies.values[0].emailDomains._total,companies.values[0].id,companies.values[0].industries._total,companies.values[0].industries.values[0].code,companies.values[0].industries.values[0].name,companies.values[0].locations._total,companies.values[0].locations.values[0].address.city,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].websiteUrl
1,0,23,0,12203696,1,89,Instituciones religiosas,1,Auerbach in der Oberpfalz,91275,14 Bahnhofstraße,True,True,Evangelisch-Lutherische Kirchengemeinde,0,http://www.christuskirche-auerbach.de
