companies._total,companies.values[0].companyType.code,companies.values[0].companyType.name,companies.values[0].emailDomains._total,companies.values[0].employeeCountRange.code,companies.values[0].employeeCountRange.name,companies.values[0].foundedYear,companies.values[0].id,companies.values[0].industries._total,companies.values[0].industries.values[0].code,companies.values[0].industries.values[0].name,companies.values[0].locations._total,companies.values[0].locations.values[0].address.city,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].specialties._total,companies.values[0].specialties.values[0],companies.values[0].specialties.values[10],companies.values[0].specialties.values[11],companies.values[0].specialties.values[1],companies.values[0].specialties.values[2],companies.values[0].specialties.values[3],companies.values[0].specialties.values[4],companies.values[0].specialties.values[5],companies.values[0].specialties.values[6],companies.values[0].specialties.values[7],companies.values[0].specialties.values[8],companies.values[0].specialties.values[9],companies.values[0].websiteUrl
1,C,Public Company,0,B,2-10,2012,18151517,1,11,Consultoría de estrategia y operaciones,1,Bodolz b. Lindau,88131,Hoyerbergweg 29a,True,True,Lasaya Consulting AG,2,12,Microsoft HoloLens,Erwachsenenbildung,Unternehmensberatung,Innovationsworshops,Innovationsschulungen ,Innovationdays,Business Intelligence,3D Druck,Betriebswirtschaftslehre,Training,Coaching,SAP ERP,www.Holo-as-a-Service.com
