companies._total,companies.values[0].emailDomains._total,companies.values[0].employeeCountRange.code,companies.values[0].employeeCountRange.name,companies.values[0].id,companies.values[0].locations._total,companies.values[0].locations.values[0].address.city,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].contactInfo.phone1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].websiteUrl
1,0,D,51-200,9896047,1,M?nster,48155,Rms 1.06 - 1.10 2nd Floor Haferlandweg 8 Section C1 & C2,+49 6196999,True,False,QUALCOMM CDMA Technologies GmbH,134,http://www.qualcomm.de
