companies._count,companies._start,companies._total,companies.values[0].companyType.code,companies.values[0].companyType.name,companies.values[0].emailDomains._total,companies.values[0].id,companies.values[0].industries._total,companies.values[0].industries.values[0].code,companies.values[0].industries.values[0].name,companies.values[0].locations._total,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].status.code,companies.values[0].status.name,companies.values[0].websiteUrl
1,0,20,D,Educational,0,15125500,1,68,Enseñanza superior,1,52068,"Neuköllner Straße 15, Aachen",True,True,Berufskolleg für Gestaltung und Technik der Stadt Aachen,411,OPR,Operating,http://www.berufskolleg-aachen.de/
