companies._total,companies.values[0].emailDomains._total,companies.values[0].id,companies.values[0].industries._total,companies.values[0].industries.values[0].code,companies.values[0].industries.values[0].name,companies.values[0].locations._total,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].websiteUrl
1,0,7076301,1,37,Museos e instituciones,1,True,True,Bezirksamt Charlottenburg-Wilmersdorf,16,charlottenburg-wilmersdorf.de
