employeeCountRange,name,websiteUrl
"{'code': 'D', 'name': '51-200'}",Adobe InDesign User Group,www.indesignusergroup.com
"{'code': 'D', 'name': '51-200'}",Adobe France,http://www.adobe.com/fr/
