companies._count,companies._start,companies._total,companies.values[0].companyType.code,companies.values[0].companyType.name,companies.values[0].emailDomains._total,companies.values[0].employeeCountRange.code,companies.values[0].employeeCountRange.name,companies.values[0].foundedYear,companies.values[0].id,companies.values[0].industries._total,companies.values[0].industries.values[0].code,companies.values[0].industries.values[0].name,companies.values[0].locations._total,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].locations.values[1].address.city,companies.values[0].locations.values[1].address.postalCode,companies.values[0].locations.values[1].address.street1,companies.values[0].locations.values[1].isActive,companies.values[0].locations.values[1].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].specialties._total,companies.values[0].specialties.values[0],companies.values[0].specialties.values[10],companies.values[0].specialties.values[11],companies.values[0].specialties.values[12],companies.values[0].specialties.values[13],companies.values[0].specialties.values[14],companies.values[0].specialties.values[15],companies.values[0].specialties.values[16],companies.values[0].specialties.values[17],companies.values[0].specialties.values[18],companies.values[0].specialties.values[19],companies.values[0].specialties.values[1],companies.values[0].specialties.values[20],companies.values[0].specialties.values[21],companies.values[0].specialties.values[22],companies.values[0].specialties.values[2],companies.values[0].specialties.values[3],companies.values[0].specialties.values[4],companies.values[0].specialties.values[5],companies.values[0].specialties.values[6],companies.values[0].specialties.values[7],companies.values[0].specialties.values[8],companies.values[0].specialties.values[9],companies.values[0].websiteUrl
1,0,2,N,Non Profit,0,D,51-200,1994,7146174,1,69,Gestión educativa,2,True,True,Berlin,10178,Spreeufer 5,True,False,Stiftung der Deutschen Wirtschaft (sdw) gGmbH,160,23,Bildung ,Persönlichkeitsentwicklung,MINT,Gemeinsinn,Unternehmergeist,Diversität,Lehramt,Schule,Chancengerechtigkeit,Netzwerk,Eigeninitiative,Stipendium ,Gesellschaftliche Verantwortung,Hochschule,Promotion,Fachkräftesicherung,Entrepreneurship,Studienorientierung,Berufsorientierung,Ehrenamt,Engagement,Übergangsmanagement,Bildungsübergänge,sdw.org
