companies._total,companies.values[0].emailDomains._total,companies.values[0].id,companies.values[0].locations._total,companies.values[0].locations.values[0].address.city,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].contactInfo.phone1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].websiteUrl
1,0,12747397,1,Bergisch Gladbach,51465,5 Paffrather Str.,+49 2202108529,True,True,Raphael Katholische Seelsorge,0,http://www.raphael-seelsorge.de
