companies._count,companies._start,companies._total,companies.values[0].companyType.code,companies.values[0].companyType.name,companies.values[0].emailDomains._total,companies.values[0].employeeCountRange.code,companies.values[0].employeeCountRange.name,companies.values[0].foundedYear,companies.values[0].id,companies.values[0].industries._total,companies.values[0].industries.values[0].code,companies.values[0].industries.values[0].name,companies.values[0].locations._total,companies.values[0].locations.values[0].address.city,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].contactInfo.fax,companies.values[0].locations.values[0].contactInfo.phone1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].locations.values[1].address.city,companies.values[0].locations.values[1].address.postalCode,companies.values[0].locations.values[1].address.street1,companies.values[0].locations.values[1].contactInfo.fax,companies.values[0].locations.values[1].contactInfo.phone1,companies.values[0].locations.values[1].isActive,companies.values[0].locations.values[1].isHeadquarters,companies.values[0].locations.values[2].address.city,companies.values[0].locations.values[2].address.postalCode,companies.values[0].locations.values[2].address.street1,companies.values[0].locations.values[2].contactInfo.fax,companies.values[0].locations.values[2].contactInfo.phone1,companies.values[0].locations.values[2].isActive,companies.values[0].locations.values[2].isHeadquarters,companies.values[0].locations.values[3].address.city,companies.values[0].locations.values[3].address.postalCode,companies.values[0].locations.values[3].address.street1,companies.values[0].locations.values[3].contactInfo.fax,companies.values[0].locations.values[3].contactInfo.phone1,companies.values[0].locations.values[3].isActive,companies.values[0].locations.values[3].isHeadquarters,companies.values[0].locations.values[4].address.city,companies.values[0].locations.values[4].address.postalCode,companies.values[0].locations.values[4].address.street1,companies.values[0].locations.values[4].contactInfo.fax,companies.values[0].locations.values[4].contactInfo.phone1,companies.values[0].locations.values[4].isActive,companies.values[0].locations.values[4].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].specialties._total,companies.values[0].specialties.values[0],companies.values[0].specialties.values[10],companies.values[0].specialties.values[11],companies.values[0].specialties.values[12],companies.values[0].specialties.values[13],companies.values[0].specialties.values[1],companies.values[0].specialties.values[2],companies.values[0].specialties.values[3],companies.values[0].specialties.values[4],companies.values[0].specialties.values[5],companies.values[0].specialties.values[6],companies.values[0].specialties.values[7],companies.values[0].specialties.values[8],companies.values[0].specialties.values[9],companies.values[0].status.code,companies.values[0].status.name,companies.values[0].twitterId,companies.values[0].websiteUrl
1,0,11,P,Privately Held,0,F,501-1000,1992,1178791,1,92,Transporte por carretera o ferrocarril,5,St.Ulrich a.P.,6393,Niedersee 12,+43/5353/600-11,+43/5353/600-0,True,True,Trenčín,91105,Brnianska 1719,+421/(0)326583005,+421/(0)326583003,True,False,Cavaglia,13881,Via Abate Bertone 17,+39/0161968197,+39/0161967309,True,False,Ettlingen,76275,Einsteinstr. 61-63,+49/7243/94763-20,+49/7243/94763-14,True,False,Bolzano/Bozen,39100,Via dell Macello 29,+39/0471/301310,+39/0471/301440,True,False,Nothegger Transport Logistik GmbH,736,14,Transporte,Versand,Verladung,Zustellung,Abfuhr,Logistik,Spedition,Fracht,Jumbo,Güter,Fuhrunternehmen,Ladung,Lieferung,Cargo,OPR,Operating,,www.nothegger-transporte.at
