companies._count,companies._start,companies._total,companies.values[0].companyType.code,companies.values[0].companyType.name,companies.values[0].emailDomains._total,companies.values[0].employeeCountRange.code,companies.values[0].employeeCountRange.name,companies.values[0].foundedYear,companies.values[0].id,companies.values[0].industries._total,companies.values[0].industries.values[0].code,companies.values[0].industries.values[0].name,companies.values[0].locations._total,companies.values[0].locations.values[0].address.city,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].contactInfo.fax,companies.values[0].locations.values[0].contactInfo.phone1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].locations.values[10].address.city,companies.values[0].locations.values[10].address.postalCode,companies.values[0].locations.values[10].address.street1,companies.values[0].locations.values[10].isActive,companies.values[0].locations.values[10].isHeadquarters,companies.values[0].locations.values[11].address.city,companies.values[0].locations.values[11].address.postalCode,companies.values[0].locations.values[11].address.street1,companies.values[0].locations.values[11].isActive,companies.values[0].locations.values[11].isHeadquarters,companies.values[0].locations.values[12].address.city,companies.values[0].locations.values[12].address.street1,companies.values[0].locations.values[12].isActive,companies.values[0].locations.values[12].isHeadquarters,companies.values[0].locations.values[13].address.city,companies.values[0].locations.values[13].address.postalCode,companies.values[0].locations.values[13].address.street1,companies.values[0].locations.values[13].isActive,companies.values[0].locations.values[13].isHeadquarters,companies.values[0].locations.values[14].address.city,companies.values[0].locations.values[14].address.postalCode,companies.values[0].locations.values[14].address.street1,companies.values[0].locations.values[14].isActive,companies.values[0].locations.values[14].isHeadquarters,companies.values[0].locations.values[15].address.city,companies.values[0].locations.values[15].address.postalCode,companies.values[0].locations.values[15].address.street1,companies.values[0].locations.values[15].isActive,companies.values[0].locations.values[15].isHeadquarters,companies.values[0].locations.values[16].address.city,companies.values[0].locations.values[16].address.postalCode,companies.values[0].locations.values[16].address.street1,companies.values[0].locations.values[16].isActive,companies.values[0].locations.values[16].isHeadquarters,companies.values[0].locations.values[17].address.city,companies.values[0].locations.values[17].address.postalCode,companies.values[0].locations.values[17].address.street1,companies.values[0].locations.values[17].isActive,companies.values[0].locations.values[17].isHeadquarters,companies.values[0].locations.values[18].address.city,companies.values[0].locations.values[18].address.postalCode,companies.values[0].locations.values[18].address.street1,companies.values[0].locations.values[18].isActive,companies.values[0].locations.values[18].isHeadquarters,companies.values[0].locations.values[19].address.city,companies.values[0].locations.values[19].address.postalCode,companies.values[0].locations.values[19].address.street1,companies.values[0].locations.values[19].isActive,companies.values[0].locations.values[19].isHeadquarters,companies.values[0].locations.values[1].address.postalCode,companies.values[0].locations.values[1].address.street1,companies.values[0].locations.values[1].contactInfo.fax,companies.values[0].locations.values[1].contactInfo.phone1,companies.values[0].locations.values[1].isActive,companies.values[0].locations.values[1].isHeadquarters,companies.values[0].locations.values[20].address.city,companies.values[0].locations.values[20].address.postalCode,companies.values[0].locations.values[20].address.street1,companies.values[0].locations.values[20].isActive,companies.values[0].locations.values[20].isHeadquarters,companies.values[0].locations.values[21].address.city,companies.values[0].locations.values[21].address.postalCode,companies.values[0].locations.values[21].address.street1,companies.values[0].locations.values[21].isActive,companies.values[0].locations.values[21].isHeadquarters,companies.values[0].locations.values[22].address.city,companies.values[0].locations.values[22].address.postalCode,companies.values[0].locations.values[22].address.street1,companies.values[0].locations.values[22].isActive,companies.values[0].locations.values[22].isHeadquarters,companies.values[0].locations.values[23].address.city,companies.values[0].locations.values[23].address.postalCode,companies.values[0].locations.values[23].address.street1,companies.values[0].locations.values[23].isActive,companies.values[0].locations.values[23].isHeadquarters,companies.values[0].locations.values[24].address.city,companies.values[0].locations.values[24].address.postalCode,companies.values[0].locations.values[24].address.street1,companies.values[0].locations.values[24].isActive,companies.values[0].locations.values[24].isHeadquarters,companies.values[0].locations.values[25].address.city,companies.values[0].locations.values[25].address.postalCode,companies.values[0].locations.values[25].address.street1,companies.values[0].locations.values[25].isActive,companies.values[0].locations.values[25].isHeadquarters,companies.values[0].locations.values[26].address.city,companies.values[0].locations.values[26].address.postalCode,companies.values[0].locations.values[26].address.street1,companies.values[0].locations.values[26].isActive,companies.values[0].locations.values[26].isHeadquarters,companies.values[0].locations.values[27].address.city,companies.values[0].locations.values[27].address.street1,companies.values[0].locations.values[27].isActive,companies.values[0].locations.values[27].isHeadquarters,companies.values[0].locations.values[28].address.city,companies.values[0].locations.values[28].address.postalCode,companies.values[0].locations.values[28].address.street1,companies.values[0].locations.values[28].isActive,companies.values[0].locations.values[28].isHeadquarters,companies.values[0].locations.values[29].address.city,companies.values[0].locations.values[29].address.postalCode,companies.values[0].locations.values[29].address.street1,companies.values[0].locations.values[29].isActive,companies.values[0].locations.values[29].isHeadquarters,companies.values[0].locations.values[2].address.city,companies.values[0].locations.values[2].address.street1,companies.values[0].locations.values[2].isActive,companies.values[0].locations.values[2].isHeadquarters,companies.values[0].locations.values[30].address.city,companies.values[0].locations.values[30].address.postalCode,companies.values[0].locations.values[30].address.street1,companies.values[0].locations.values[30].isActive,companies.values[0].locations.values[30].isHeadquarters,companies.values[0].locations.values[31].address.city,companies.values[0].locations.values[31].address.postalCode,companies.values[0].locations.values[31].address.street1,companies.values[0].locations.values[31].isActive,companies.values[0].locations.values[31].isHeadquarters,companies.values[0].locations.values[32].address.city,companies.values[0].locations.values[32].address.postalCode,companies.values[0].locations.values[32].address.street1,companies.values[0].locations.values[32].isActive,companies.values[0].locations.values[32].isHeadquarters,companies.values[0].locations.values[33].address.city,companies.values[0].locations.values[33].address.postalCode,companies.values[0].locations.values[33].address.street1,companies.values[0].locations.values[33].isActive,companies.values[0].locations.values[33].isHeadquarters,companies.values[0].locations.values[34].address.city,companies.values[0].locations.values[34].address.postalCode,companies.values[0].locations.values[34].address.street1,companies.values[0].locations.values[34].isActive,companies.values[0].locations.values[34].isHeadquarters,companies.values[0].locations.values[35].address.city,companies.values[0].locations.values[35].address.postalCode,companies.values[0].locations.values[35].address.street1,companies.values[0].locations.values[35].isActive,companies.values[0].locations.values[35].isHeadquarters,companies.values[0].locations.values[36].address.city,companies.values[0].locations.values[36].address.postalCode,companies.values[0].locations.values[36].address.street1,companies.values[0].locations.values[36].isActive,companies.values[0].locations.values[36].isHeadquarters,companies.values[0].locations.values[37].address.city,companies.values[0].locations.values[37].address.postalCode,companies.values[0].locations.values[37].address.street1,companies.values[0].locations.values[37].isActive,companies.values[0].locations.values[37].isHeadquarters,companies.values[0].locations.values[38].address.city,companies.values[0].locations.values[38].address.postalCode,companies.values[0].locations.values[38].address.street1,companies.values[0].locations.values[38].isActive,companies.values[0].locations.values[38].isHeadquarters,companies.values[0].locations.values[39].address.city,companies.values[0].locations.values[39].address.postalCode,companies.values[0].locations.values[39].address.street1,companies.values[0].locations.values[39].isActive,companies.values[0].locations.values[39].isHeadquarters,companies.values[0].locations.values[3].address.city,companies.values[0].locations.values[3].address.postalCode,companies.values[0].locations.values[3].address.street1,companies.values[0].locations.values[3].isActive,companies.values[0].locations.values[3].isHeadquarters,companies.values[0].locations.values[40].address.city,companies.values[0].locations.values[40].address.postalCode,companies.values[0].locations.values[40].address.street1,companies.values[0].locations.values[40].isActive,companies.values[0].locations.values[40].isHeadquarters,companies.values[0].locations.values[41].address.city,companies.values[0].locations.values[41].address.postalCode,companies.values[0].locations.values[41].address.street1,companies.values[0].locations.values[41].isActive,companies.values[0].locations.values[41].isHeadquarters,companies.values[0].locations.values[42].address.city,companies.values[0].locations.values[42].address.postalCode,companies.values[0].locations.values[42].address.street1,companies.values[0].locations.values[42].isActive,companies.values[0].locations.values[42].isHeadquarters,companies.values[0].locations.values[43].address.city,companies.values[0].locations.values[43].address.postalCode,companies.values[0].locations.values[43].address.street1,companies.values[0].locations.values[43].isActive,companies.values[0].locations.values[43].isHeadquarters,companies.values[0].locations.values[44].address.city,companies.values[0].locations.values[44].address.postalCode,companies.values[0].locations.values[44].address.street1,companies.values[0].locations.values[44].isActive,companies.values[0].locations.values[44].isHeadquarters,companies.values[0].locations.values[45].address.city,companies.values[0].locations.values[45].address.postalCode,companies.values[0].locations.values[45].address.street1,companies.values[0].locations.values[45].isActive,companies.values[0].locations.values[45].isHeadquarters,companies.values[0].locations.values[46].address.city,companies.values[0].locations.values[46].address.postalCode,companies.values[0].locations.values[46].address.street1,companies.values[0].locations.values[46].isActive,companies.values[0].locations.values[46].isHeadquarters,companies.values[0].locations.values[47].address.city,companies.values[0].locations.values[47].address.postalCode,companies.values[0].locations.values[47].address.street1,companies.values[0].locations.values[47].isActive,companies.values[0].locations.values[47].isHeadquarters,companies.values[0].locations.values[48].address.city,companies.values[0].locations.values[48].address.postalCode,companies.values[0].locations.values[48].address.street1,companies.values[0].locations.values[48].isActive,companies.values[0].locations.values[48].isHeadquarters,companies.values[0].locations.values[49].address.city,companies.values[0].locations.values[49].address.postalCode,companies.values[0].locations.values[49].address.street1,companies.values[0].locations.values[49].isActive,companies.values[0].locations.values[49].isHeadquarters,companies.values[0].locations.values[4].address.city,companies.values[0].locations.values[4].address.postalCode,companies.values[0].locations.values[4].address.street1,companies.values[0].locations.values[4].isActive,companies.values[0].locations.values[4].isHeadquarters,companies.values[0].locations.values[5].address.city,companies.values[0].locations.values[5].address.postalCode,companies.values[0].locations.values[5].address.street1,companies.values[0].locations.values[5].isActive,companies.values[0].locations.values[5].isHeadquarters,companies.values[0].locations.values[6].address.city,companies.values[0].locations.values[6].address.postalCode,companies.values[0].locations.values[6].address.street1,companies.values[0].locations.values[6].isActive,companies.values[0].locations.values[6].isHeadquarters,companies.values[0].locations.values[7].address.city,companies.values[0].locations.values[7].address.postalCode,companies.values[0].locations.values[7].address.street1,companies.values[0].locations.values[7].isActive,companies.values[0].locations.values[7].isHeadquarters,companies.values[0].locations.values[8].address.city,companies.values[0].locations.values[8].address.postalCode,companies.values[0].locations.values[8].address.street1,companies.values[0].locations.values[8].isActive,companies.values[0].locations.values[8].isHeadquarters,companies.values[0].locations.values[9].address.city,companies.values[0].locations.values[9].address.postalCode,companies.values[0].locations.values[9].address.street1,companies.values[0].locations.values[9].isActive,companies.values[0].locations.values[9].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].specialties._total,companies.values[0].specialties.values[0],companies.values[0].specialties.values[1],companies.values[0].specialties.values[2],companies.values[0].specialties.values[3],companies.values[0].specialties.values[4],companies.values[0].specialties.values[5],companies.values[0].specialties.values[6],companies.values[0].specialties.values[7],companies.values[0].status.code,companies.values[0].status.name,companies.values[0].twitterId,companies.values[0].websiteUrl
1,0,175,C,Public Company,0,I,10001+,1847,1043,1,112,Manufactura eléctrica y electrónica,50,Munich,,Werner-von-Siemens-Straße 1,,,True,True,Florham Park,07932,8 Fernwood Rd,True,False,Mountain View,94043,685 E Middlefield Rd,True,False,Doha,Al Rayyan Road,True,False,Worthington,43085,530 Lakeview Plaza Blvd,True,False,Nottingham,NG8 1GB,Woodyard Lane,True,False,Oakville,L6H 0H6,1577 N Service Rd E,True,False,Mechanicsburg,17055,5095 Ritter Rd,True,False,Toulouse,31100,57 Avenue du General de Croutte,True,False,Beersel,1654,Guido Gezellestraat,True,False,Foster City,94404,4000 E 3rd Ave,True,False,,,,,True,False,Mannheim,68165,Dynamostrasse 4,True,False,Bergen,5068,Kanalveien 7,True,False,Warsaw,03-821,ulica Zupnicza 11,True,False,Trento,38121,Via Linz,True,False,Wallisellen,8304,Hammerweg 1,True,False,Prague,155 00,Siemensova 2715/1,True,False,St Rose,70087,150 Teal St,True,False,Makati,Salcedo 169,True,False,Malvern,19355,40 Liberty Blvd,True,False,Espoo,02600,Tarvonsalmenkatu 19,True,False,SEODAEMUNGU,23,True,False,Reston,20191,1881 Campus Commons Dr,True,False,Zug,6300,Gubelstrasse 22,True,False,Indianapolis,46241,Colonel H Weir Cook Memorial Dr,True,False,Edmonton,T6B 2N7,6652 50 St NW,True,False,Rural Hall,27045,3050 Westinghouse Rd,True,False,Roebuck,29376,1320 Old Georgia Rd,True,False,Flanders,07836,62 Flanders Bartley Rd,True,False,Blue Bell,19422,1450 Union Meeting Rd,True,False,Irving,75063,8600 N Royal Ln,True,False,Atlanta,30354,800 Tradeport Blvd,True,False,Brande,7330,Borupvej 16,True,False,Trondheim,7031,Bratsbergvegen 5,True,False,Melbourne,3153,885 Mountain Hwy,True,False,Midrand,1686,Janadel Ave,True,False,Singapore,348615,60 MacPherson Rd,True,False,Peachtree Corners,30092,5300 Triangle Pkwy NW,True,False,Aix-en-Provence,13290,360 Rue Louis de Broglie,True,False,Illkirch-Graffenstaden,67400,30 Rue de l'Industrie,True,False,Morrisville,27560,215 Southport Dr,True,False,Ostrava,702 00,28. rijna 2663/150,True,False,Raleigh,27609,4601 Six Forks Rd,True,False,Boulder,80302,1050 Walnut St,True,False,Iselin,08830,170 Wood Ave S,True,False,Antony,92160,12 Avenue Leon Harmel,True,False,Sacramento,95828,7464 French Rd,True,False,Grand Prairie,75050,501 Fountain Pkwy,True,False,Montreal,H4R 2N9,5005 Rue Levy,True,False,Siemens,1874682,8,Electrification,Automation,Digitalization,Innovation,Solutions,Technology,Engineering,Manufacturing,OPR,Operating,,http://www.siemens.com
