companies._count,companies._start,companies._total,companies.values[0].emailDomains._total,companies.values[0].id,companies.values[0].locations._total,companies.values[0].locations.values[0].address.city,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].contactInfo.phone1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].websiteUrl
1,0,8863,0,12852103,1,"Heppenheim, Bergstraße",64646,1 Erbisgasse,+49 585960090,True,True,Dienstleistungen Aller Art,99,http://www.dienstleistungen-rechel.de
