companies._total,companies.values[0].companyType.code,companies.values[0].companyType.name,companies.values[0].emailDomains._total,companies.values[0].employeeCountRange.code,companies.values[0].employeeCountRange.name,companies.values[0].foundedYear,companies.values[0].id,companies.values[0].industries._total,companies.values[0].industries.values[0].code,companies.values[0].industries.values[0].name,companies.values[0].locations._total,companies.values[0].locations.values[0].address.city,companies.values[0].locations.values[0].address.postalCode,companies.values[0].locations.values[0].address.street1,companies.values[0].locations.values[0].contactInfo.fax,companies.values[0].locations.values[0].contactInfo.phone1,companies.values[0].locations.values[0].isActive,companies.values[0].locations.values[0].isHeadquarters,companies.values[0].locations.values[1].address.city,companies.values[0].locations.values[1].address.postalCode,companies.values[0].locations.values[1].address.street1,companies.values[0].locations.values[1].contactInfo.fax,companies.values[0].locations.values[1].contactInfo.phone1,companies.values[0].locations.values[1].isActive,companies.values[0].locations.values[1].isHeadquarters,companies.values[0].locations.values[2].address.city,companies.values[0].locations.values[2].address.postalCode,companies.values[0].locations.values[2].address.street1,companies.values[0].locations.values[2].contactInfo.fax,companies.values[0].locations.values[2].contactInfo.phone1,companies.values[0].locations.values[2].isActive,companies.values[0].locations.values[2].isHeadquarters,companies.values[0].locations.values[3].address.city,companies.values[0].locations.values[3].address.postalCode,companies.values[0].locations.values[3].address.street1,companies.values[0].locations.values[3].contactInfo.fax,companies.values[0].locations.values[3].contactInfo.phone1,companies.values[0].locations.values[3].isActive,companies.values[0].locations.values[3].isHeadquarters,companies.values[0].locations.values[4].address.city,companies.values[0].locations.values[4].address.postalCode,companies.values[0].locations.values[4].address.street1,companies.values[0].locations.values[4].contactInfo.fax,companies.values[0].locations.values[4].contactInfo.phone1,companies.values[0].locations.values[4].isActive,companies.values[0].locations.values[4].isHeadquarters,companies.values[0].locations.values[5].address.city,companies.values[0].locations.values[5].address.postalCode,companies.values[0].locations.values[5].address.street1,companies.values[0].locations.values[5].contactInfo.fax,companies.values[0].locations.values[5].contactInfo.phone1,companies.values[0].locations.values[5].isActive,companies.values[0].locations.values[5].isHeadquarters,companies.values[0].name,companies.values[0].numFollowers,companies.values[0].status.code,companies.values[0].status.name,companies.values[0].websiteUrl
1,N,Non Profit,0,F,501-1000,1969,1073842,1,69,Gestión educativa,6,Memmingen,87700,Don-Bosco-Weg 5,08331/69490,08331/97680,True,False,Donauwörth,86609,Adolph-Kolping-Straße 2,0906/70685-48,0906/70685-11,True,False,Landsberg,86899,Adolph-Kolping-Straße 130c,08191/9464-94,08191/9464-0,True,False,Augsburg,86152,Frauentorstraße 29,0821/3443-175,0821/3443-0,True,True,Neu-Ulm,89231,Reuttier Straße 41,0731/97480-40,0731/97480-0,True,False,Kaufbeuren,87600,Adolph-Kolping-Straße 2a,08341/96621-55,08341/96621-0,True,False,Kolping-Bildungswerk in der Diözese Augsburg e.V.,123,OPR,Operating,http//www.kolpingbildungswerk.de
